Question,Date,Answer,Student or Teacher or neither,Teachers subject knowledge,Differentiation,Lack of time,Approaches to teaching,Dry,Assessment,Lack of support,Students lack of understanding,Problem solving skills,Resilience,Not engaged,Ability in maths,Literacy skills,Not remembering,Not practising,Technical problems,Lack of resources,Finding resources,Curriculum,Fun,Terminology
Definitions of factors and terms,03/08/2020,6,t,,,,,,,,,,,,,,,,,,,,,1
"In single variable calculus, do you distinguish between critical and singular points?",03/08/2020,1,t,,,,,,,,,,,,,,,,,,,,,1
Do you know of any third-party online math-friendly testing software?,04/08/2020,4,t,,,,1,,,,,,,,,,,,1,,,,,
"When evaluating the limit of f(x,y)f(x,y) as (x,y)(x,y) approaches (x0,y0)(x0,y0), should we consider only those (x,y)(x,y) in the domain of ff?",05/08/2020,1,t,1,,,,,,,,1,,,,,,,,,,,,
Teaching aid for online mathematics course pandemic,05/08/2020,0,t,,,,1,,,,,,,,,,,,1,,1,,,
What strategy for picking convergence tests for series do you teach?,06/08/2020,5,t,,,,1,,,,,,,,,,,,,,,,,1
Online Definition/Theorem Statement Quizzes due to pandemic,07/08/2020,3,t,,,,,,1,,,,,,,,,,,,,,,
Transitioning proof based math courses online due to pandemic,10/08/2020,3,t,,,,1,,,,,,,,,,,,,,,,,
"If a computer could be programmed to do a math test, then should those tests be changed?",13/08/2020,1,t,,,,,,1,,,,,,,,,,,,,,,
What topics are considered to be part of pre-algebra?,14/08/2020,4,t,,,,,,,,,,,,,,,,,,,1,,
Sharing notes in an editable format?,14/08/2020,2,t,,,,,,,,,,,,,,,,1,,,,,
What books are good to study Solid Mensuration?,15/08/2020,1,t,,,,,,,,,,,,,,,,,,1,,,
Best form for slide / beamer presentation: display items in a slide as they are discussed or all at once?,20/08/2020,5,t,,,,1,,,,,,,,,,,,,,,,,
Is there a study on how often modern teaching methods versus traditional methods are used in a math classes?,25/08/2020,1,t,,,,1,,,,,,,,,,,,,,,,,
"asynchronous teaching and requiring frequent email updates from students, and having these as the only part of their grade due to pandemic",26/08/2020,1,t,,,,,,1,,,,,,,,,,,,,,,
How to layout a solution to a trig equation?,26/08/2020,3,t,,,,1,,,,,,,,,,,,,,,,,1
How do you explain concavity of a polynomial without any calculus?,26/08/2020,6,t,,,,1,,,,,,,,,,,,,,,,,
What is a good way to teach Taylor expansion of multi-variable calculus?,27/08/2020,2,t,1,,,1,,,,,,,,,,,,,,,,,
"How to word this exercise about converting ""English"" into interval notation?",28/08/2020,4,t,,,,,,,,,,,,,,,,,,,,,1
Are there direct practical applications of differentiating natural logarithms?,28/08/2020,6,t,,,,1,,,,,,,,,,,,,,,,,
Grading in a way that lets students have a good and formative experience,29/08/2020,1,t,,,,,,1,,,,,,,,,,,,,,,
How to explain to undergraduate students what research means?,30/08/2020,3,t,,,,,,,,,,,,,,,,,,1,,,
How to make maths explainer videos?,30/08/2020,1,t,,,,,,,,,,,,,,,,1,,1,,,
Future educators writing nonsense questions,03/09/2020,4,t,,,,1,,,,,,,,,,,,,,1,,,
"Question formats for online tests, to deter cheating",04/09/2020,6,t,,,,,,1,,,,,,,,,,,,,,,
Create a mathematical problem with randomized parameters,05/09/2020,0,t,,,,,,1,,,,,,,,,,1,,1,,,
How much literature research should one do when designing a course?,06/09/2020,1,t,,,,,,,,,,,,,,,,,,1,,,
Is there an arithmetic book similar to “Teach Your Child to Read in 100 Easy Lessons” by Siegfried Engelmann?,06/09/2020,2,t,,,,,,,,,,,,,,,,,,1,,,
The purpose of a particular rational function integration exercise,07/09/2020,1,t,,,,1,,,,,,,,,,,,,,,,,
Math activities for fast-finishers,07/09/2020,6,t,,1,,,,,,,,,,,,,,,,1,,,
"Why are ""homogeneous differential equations"" in the standard ODE curriculum?",08/09/2020,2,t,,,,,,,,,,,,,,,,,,,1,,
Where does the compulsive use of three dots come from and should it be discouraged?,08/09/2020,1,t,,,,,,,,,,,,,,,,,,,,,1
What's the point of learning equivalence relations?,08/09/2020,15,t,,,,1,,,,,,,,,,,,,,,,,
Analogy for cylindrical shells,09/09/2020,2,t,,,,1,,,,,,,,,,,,,,,,,
Practical case real world for solving with system of 2 equations,16/09/2020,8,t,,,,1,,,,,,,,,,,,,,,,1,
How long should we spend on teaching students the basics of subject?,17/09/2020,0,t,,,,,,,,1,,,,,,,,,,,1,,
"What are some famous problems, which are not difficult to understand, for senior high school students",17/09/2020,2,t,,,,,,,,,,,,,,,,,,1,,,
"Exercises for explaning homothety, homothetic center, similarity on line and plane, free vector and vector space",18/09/2020,0,t,,,,,,,,,,,,,,,,,,1,,,
How can I teach 300200300200 to 10 years old students while s\he knows canceling the zeroes rule?,21/09/2020,2,t,,,,1,,,,,,,,,,,,,,,,,1
Trying to explain(understand?) combinations,24/09/2020,1,t,1,,,1,,,,,,,,,,,,,,,,,
Transition into a non-explicit sample space world,25/09/2020,0,t,,,,1,,,,,,,,,,,,,,,1,,
What to do when uncertain about a question while tutoring,25/09/2020,4,t,1,,,1,,,,,,,,,,,,,,,,,
Low-tech ways of visualizing multivariable and vector calculus,26/09/2020,1,t,,,,,,,,,,,,,,,,,,1,,,
Number theory in an introductory course on discrete dynamical systems,26/09/2020,0,t,,,,,,,,,,,,,,,,,,1,,,
Can we skip Newton's Method?,28/09/2020,6,t,,,,,,,,,,,,,,,,,,,1,,
Why does a first course in linear algebra teach QR-decomposition?,29/09/2020,2,t,,,,,,,,,,,,,,,,,,,1,,
Relational understanding for a specific topic,30/09/2020,1,t,,,,1,,,,,,,,,,,,,,1,,,
What are some nice ways to incorporate Euler's Method or other numerical methods throughout calculus?,30/09/2020,4,t,,,,1,,,,,,,,,,,,,,,,,
Cautionary tales for Gaussians/the central limit theorem?,30/09/2020,2,t,,,,1,,,,1,,,,,,,,,,,,,
"Have you ever completely covered every topic in a textbook, and if so, which text?",01/10/2020,0,t,,,,,,,,,,,,,,,,,,1,1,,
Best Touchscreen Laptop for Tutoring During COVID Pandemic,01/10/2020,0,t,,,,,,,,,,,,,,,,1,,1,,,
Why don’t American school textbooks recognize negative numbers as whole numbers?,04/10/2020,7,t,,,,,,,,,,,,,,,,,,,,,1
"Teaching linear algebra, wacom tablet display of coordinate system, eigenvectors, markov chains",05/10/2020,0,t,,,,,,,,,,,,,,,,1,,1,,,
Is there any university program that offers an introductory statistical methods class that is bayesian -instead- of a frequentist one?,05/10/2020,1,t,,,,,,,,,,,,,,,,,,,1,,
Should students get another chance at a math question because of English troubles?,07/10/2020,1,t,,,,,,1,,,,,,,,,,,,,,,
Appropriate context for teaching derivative (undergraduate/graduate),07/10/2020,1,t,,,,1,,,,,,,,,,,,,,,1,,
Recommendation for cheap practical graphics tablet?,07/10/2020,1,t,,,,,,,,,,,,,,,,1,,1,,,
What's the common word for equations and inequalities?,07/10/2020,5,t,,,,,,,,,,,,,,,,,,,,,1
Applications of abstract algebra outside of mathematics and suitable textbook,09/10/2020,6,t,,,,1,,,,,,,,,,,,,,,,,
Would this be a good way of teaching about symmetry?,11/10/2020,2,t,,,,1,,,,,,,,,,,,,,,,,
Examples of real-life vector fields for vector calculus,12/10/2020,5,t,,,,1,,,,,,,,,,,,,,,,,
What is the right notation to use in multivariable chain rules?,13/10/2020,6,t,,,,,,,,,,,,,,,,,,,,,1
Choice of textbook for an undergraduate abstract algebra course,14/10/2020,1,t,,,,,,,,,,,,,,,,,,1,,,
Do you avoid examples or test questions that showcase an algorithmic plug'n'chug approach?,20/10/2020,0,t,,,,1,,,,,,,,,,,,,,,,,
Setting up a new Ximera course with randomized values in problems,21/10/2020,1,t,,,,,,,,,,,,,,,,1,,1,,,
Resources for Unit Conversions,21/10/2020,1,t,,,,1,,,,1,,,,,,,,,,1,,,
How important is it to come up with or learn an elementary solution?,22/10/2020,2,t,,,,1,,,,,,,,,,,,,,,,,
The dimension theorem and pedagogy using analogy,22/10/2020,1,t,,,,1,,,,,,,,,,,,,,,,,
Do people usually teach solving a linear differential equation by inverse operators in an undergraduate course?,23/10/2020,1,t,,,,1,,,,,,,,,,,,,,,,,
A wow video to teach Calculus,24/10/2020,2,t,,,,,,,,,,,,,,,,,,1,,,
Teaching calculus in AP without the formal definition of the derivative,24/10/2020,4,t,,,,1,,,,,,,,,,,,,,,,,1
Is there online geometric construction software that models physical constructions due to pandemic?,26/10/2020,6,t,,,,,,,,,,,,,,,,1,,1,,,
Am I responsible to help a student who does not understand/know some prerequisites of a course?,29/10/2020,3,t,,,,1,,,,1,,,,,,,,,,,,,
Relationships amusingly difficult to graph,30/10/2020,2,t,,,,,,,,,,,,,,,,,,1,,,
Clearest verb phrases for operations,31/10/2020,2,t,,,,,,,,,,,,,,,,,,,,,1
Writing mathematics in real time for lectures using Latex,02/11/2020,8,t,,,,,,,,,,,,,,,,1,,1,,,
Is there a name for paths that follow gridlines?,02/11/2020,5,t,,,,,,,,,,,,,,,,,,,,,1
When are students taught implicit and parametric representations of curves?,02/11/2020,5,t,,,,,,,,,,,,,,,,,,,1,,
What is the motivation for teaching Factoring by Grouping?,05/11/2020,3,t,,,,1,,,,,,,,,,,,,,,,,
Are differential equations considered calculus and included in a calculus class or is it its own class?,06/11/2020,3,t,,,,,,,,,,,,,,,,,,,1,,1
Replacement for the Pac-Man grid analogy,07/11/2020,8,t,,,,1,,,,,,,,,,,,,,,,,
A video game for teaching the concept of a mathematical proof,10/11/2020,0,t,,,,,,,,,,,,,,,,,,1,,1,
How to create an online examination in a small class that ensures certain academic integrity,10/11/2020,1,t,,,,,,1,,,,,,,,,,,,,,,
How do you teach students about the concept of a proof?,10/11/2020,4,t,,,,1,,,,1,,,,,,,,,,,,,
Question about function notation,15/11/2020,2,t,,,,,,,,,,,,,,,,,,,,,1
How should I answer questions about the purpose of learning math?,18/11/2020,23,t,,,,,,,,,,,1,,,,,,,,,,
Why do we write numbers with decreasing place values?,19/11/2020,3,t,1,,,,,,,,,,,,,,,,,,,,1
Start drawing a graph,22/11/2020,1,t,,,,1,,,,,,,,,,,,,,,,,
Why is the concept of injective functions difficult for my students?,26/11/2020,6,t,,,,1,,,,1,,,,,,,,,,,,,
The Riemann integral vs Lebesgue integral in several variables for advanced undergraduates,27/11/2020,3,t,,,,,,,,,,,,,,,,,,,1,,
Measuring the effectiveness of one-on-one instruction?,29/11/2020,2,t,,,,1,,,,,,,,,,,,,,,,,
Is the AMC 10/12 Test the Difference Maker for Top Schools? What do Colleges Look for?,29/11/2020,1,t,,,,,,1,,,,,,,,,,,,,,,
Single variable complex analysis textbook which uses differential forms,01/12/2020,2,t,,,,,,,,,,,,,,,,,,1,,,1
Weekly quizzes as an alternative for midterms? What is this called?,04/12/2020,2,t,,,,,,1,,,,,,,,,,,,,,,1
Advice on teaching abstract algebra and logic to high-school students,09/12/2020,7,t,,,,,,,,,1,,,,,,,,,1,,,
"Statistics, for the mathematically rigorous",11/12/2020,6,t,,,,,,,,,,,,,,,,,,1,,,
"US High School Geometry: What are all the ""reasons"" allowed in two column proofs?",11/12/2020,1,t,,,,,,,,,,,,,,,,,,,1,,1
Effects of AI based education in mathematics in PISA like studies,11/12/2020,1,t,,,,,,1,,,,,,,,,,,,,,,
Which resource(s) to use to learn the following syllabus of discrete structures?,12/12/2020,0,t,,,,,,,,,,,,,,,,,,1,,,
How can I give feedback that is not demotivating?,12/12/2020,6,t,,,,1,,1,,,,,,,,,,,,,,,
Complex analysis books/resources where solutions are difficult to find,18/12/2020,1,t,,,,,,1,,,,,,,,,,,,1,,,
Usefulness of uu-substitution in and beyond early Calculus?,19/12/2020,3,t,,,,1,,,,,,,,,,,,,,,,,
Looking for a calculus books with very specific requirements,19/12/2020,1,t,,,,,,,,,,,,,,,,,,1,,,
Do my students know elementary algebra; do they just use online calculators or external help; and is this ok?,27/12/2020,2,t,,,,,,1,,1,,,,,,,,,,,,,
Create a math quiz with LaTex by randomly choosing questions from a bank,05/01/2021,3,t,,,,,,1,,,,,,,,,,1,,1,,,
Defining mathematics to primary/elementary school teachers,06/01/2021,4,t,,,,,,,,1,,,,,,,,,,,,,1
Finding the Balance in a Math Question (Teaching),11/01/2021,3,t,,,,1,,,,,,,,,,,,,,1,,,
Is playing and teaching chess appropriate in private lessons?,16/01/2021,2,t,,,,,,,,,,,,,,,,,,,,,
Honors Precalculus: what topics to cut due to pandemic?,16/01/2021,1,t,,,,,,,,,,,,,,,,,,,1,,
Differing Choices of δδ in a Limit,20/01/2021,3,t,,,,1,,,,,,,,,,,,,,,,,1
How to teach the Pythagorean theorem in a satisfying way to high school students?,21/01/2021,3,t,,,,1,,,,,,,,,,,,,,,,,
short teaching demo on logs; but by someone who uses active learning,22/01/2021,3,t,,,,1,,,,,,,,,,,,,,,1,,
Definition of Trapezoid,24/01/2021,3,t,,,,,,,,,,,,,,,,,,,,,1
What story and one-digit Natural Numbers best fit Bayes' Theorem chart?,27/01/2021,1,t,,,,1,,,,,,,,,,,,,,,,,
Pros/Cons of using a single story in multiple examples to demonstrate different points,27/01/2021,2,t,,,,1,,,,,,,,,,,,,,,,,
Why do we still teach the determinant formula for cross product? And is it as bad as I think it is?,03/02/2021,11,t,,,,1,,,,,,,,,,,,,,,,,
Pattern and Structure Mathematics Awareness Program (pasmap),04/02/2021,1,t,,,,1,,,,,,,,,,,,,,,,,
What is the name of this teaching style?,07/02/2021,2,t,,,,1,,,,,,,,,,,,,,,,,
Is AB¯¯¯¯¯¯¯¯≅BA¯¯¯¯¯¯¯¯AB¯≅BA¯ usually taught as an instance of the symmetric property of congruence?,09/02/2021,2,t,,,,1,,,,,,,,,,,,,,,,,1
"Are there any university programs that ""supersize"" calculus courses?",09/02/2021,1,t,,,,,,,,,,,,,,,,,,,1,,
Term for candidates for inflection points,12/02/2021,2,t,,,,,,,,,,,,,,,,,,,,,1
Can we define length and perpendicularity not via an inner product?,12/02/2021,7,t,,,,1,,,,,,,,,,,,,,,,,
Should figures be presented to scale?,15/02/2021,10,t,,,,1,,,,,,,,,,,,,,,,,
Material and textbooks for CLIL learners,16/02/2021,0,t,,,,,,,,,,,,,,,,,,1,,,
How to reduce ambiguity in the following question?,18/02/2021,3,t,,,,,,,,,,,,,,,,,,,,,1
What famous graduate math textbooks use color?,19/02/2021,1,t,,,,,,,,,,,,,,,,,,1,,,
Reference on study habits; cramming vs studying a bit every day,19/02/2021,2,t,,,,,,1,,,,,,,,,,,,,,,
Why do we teach the Rational Root Theorem? (high school algebra 2),23/02/2021,9,t,,,,,,,,,,,,,,,,,,,1,,
Improving exposition of a proof about polynomials over infinite fields,25/02/2021,1,t,,,,1,,,,,,,,,,,,,,,,,
Rings in parallel with groups in abstract algebra,26/02/2021,3,t,,,,,,,,,,,,,,,,,,,1,,
"Is ""conjugate of a binomial"" a standard terminology?",27/02/2021,5,t,,,,,,,,,,,,,,,,,,,,,1
"I need strategies for tutoring a bright, motivated student currently taking college algebra who just doesn't seem to retain the things I teach",28/02/2021,3,t,,1,,1,,,,,,,,,,,,,,,,,
Difficulty in explaining sample space,01/03/2021,2,t,1,,,1,,,,,,,,,,,,,,,,,
Is there a virtue to learning how to compute by hand?,01/03/2021,17,t,,,,1,,,,,,,,,,,,,,,,,
Why teach the algebraic Calculus?,03/03/2021,4,t,,,,,,,,,,,,,,,,,,,1,,
"Why are so many online sources ""wrong"" about directional derivatives?",06/03/2021,2,t,,,,,,,,,,,,,,,,,,,,,1
Resources for teaching mathematical modeling to high school teachers,10/03/2021,2,t,,,,,,,,,,,,,,,,,,1,,,
Worth introducing a mandatory short module on LATEXLATEX into a mathematics degree?,11/03/2021,6,t,,,,,,,,,,,,,,,,1,,,1,,
Distance Between Curves in First-Semester Calculus,12/03/2021,6,t,,,,1,,,,,,,,,,,,,,,,,
Natural occurrences of a to the (b to the c)? Real world,19/03/2021,11,t,,,,1,,,,,,,,,,,,,,,,,
"Do any tools exist that convert ""pretty print"" equations into ""inline text"" equations?",19/03/2021,2,t,,,,,,,,,,,,,,,,1,,1,,,
History of business calculus/linear algebra curriculum,20/03/2021,0,t,,,,,,,,,,,,,,,,,,,1,,
History of discrete math curriculum,20/03/2021,3,t,,,,,,,,,,,,,,,,,,,1,,
High school algebra books that encourage creative/novel problem solving,21/03/2021,1,t,,,,,,,,,,,,,,,,,,1,,,
Why do we typically only teach high-school students affine transformations of elementary functions?,24/03/2021,3,t,,,,,,,,,,,,,,,,,,,1,,
Are there any applications of xxxx?,25/03/2021,3,t,,,,1,,,,,,,,,,,,,,,,,
Is there any video lecture series on (UG level) graph theory (might not be specific on any books) but the video/content quality is like that of MIT?,26/03/2021,0,t,,,,,,,,,,,,,,,,,,1,,,
How to do continuous course evaluation and feedback,26/03/2021,1,t,,,,,,1,,,,,,,,,,,,,,,
"Which works better for learning 6 * 7 = 42: saying ""six sevens are forty-two"", or ""six times seven equals forty-two""?",29/03/2021,2,t,,,,,,,,,,,,,,,,,,,,,1
How to evaluate a proof that seems to be using induction informally?,31/03/2021,3,t,,,,,,1,,,,,,,,,,,,,,,
How do you coach students who often make small errors?,02/04/2021,7,t,,,,1,,,,1,,,,,,,,,,,,,
Tension between the most intuitive definition vs. the most common definition of a concept,02/04/2021,2,t,,,,1,,,,,,,,,,,,,,,,,1
Why are most college level math textbooks black and white only?,02/04/2021,2,t,,,,,,,,,,,,,,,,,,,,,
How to be a good math teacher at a liberal art college?,03/04/2021,1,t,,,,,,,,,,,,,,,,,,,,,
What is a good second book in high school geometry?,04/04/2021,8,t,,,,,,,,,,,,,,,,,,1,,,
"""Flipped classroom exercises"" resources",08/04/2021,1,t,,,,1,,,,,,,,,,,,,,1,,,
"Phase shift vs. horizontal shift, and frequency vs. angular frequency in sinusoidal functions",09/04/2021,2,t,,,,,,,,,,,,,,,,,,,,,1
"Students reliant on answers provided, but not their own reasoning?",09/04/2021,1,t,,,,,,1,,,,,,,,,,,,,,,
"Should I avoid writing: 11:40−15 min=11:2511:40−15 min=11:25, and what are alternatives to this way of writing?",10/04/2021,7,t,,,,,,,,,,,,,,,,,,,,,1
"What is the purpose of ""instant"" tutoring?",11/04/2021,3,t,,,,,,,,,,,,,,,,,,,,,
simple statistics (binomial) terminology,11/04/2021,1,t,,,,,,,,,,,,,,,,,,,,,1
What is the preferred way to denote the Pythagorean theorem equation?,12/04/2021,7,t,,,,,,,,,,,,,,,,,,,,,1
in what sense is the subject of finite group theory 'algebraic'?,12/04/2021,1,t,,,,,,,,,,,,,,,,,,,1,,
How do you handle the frustration of having to GRADE student exams / homework?,15/04/2021,7,t,,,,1,,,,1,,,,,,,,,,,,,
Analyzing an answer to the following problem: Give meaning to 45+23 analogy,17/04/2021,4,t,,,,1,,,,1,,,,,,,,,,,,,
Why should or shouldn't we teach functions to 15 year olds?,18/04/2021,7,t,,,,,,,,,,,,,,,,,,,1,,
"When working with 12-16 year olds, how should I graph functions when the domain technically isn't RR?",19/04/2021,2,t,,,,1,,,,,,,,,,,,,,,,,
How to make an introductory course on Statistics interesting,19/04/2021,2,t,,,,1,,,,,,,,,,,,,,,,1,
Resource request: 3-4 page review of exponentials and logs,20/04/2021,0,t,,,,,,,,,,,,,,,,,,1,,,
Objectives for group work in undergraduate pure maths,25/04/2021,0,t,,1,,,,,,,1,,,,,,,,,,,,
Children's counting problems: Is this question phrased correctly?,25/04/2021,9,t,,,,,,,,,,,,,,,,,,,,,1
Showing applications of calculus to intro students,26/04/2021,4,t,,,,1,,,,,,,,,,,,,,,,,
Converting an Online Course Back to In-Person,28/04/2021,0,t,,,,1,,,,,,,,,,,,,,,,,
Why do we write xx instead of 1x1x?,29/04/2021,6,t,,,,,,,,,,,,,,,,,,,,,1
"""Rough subitising / estimation"" for better intuition and ability to apply arithmetic",30/04/2021,1,t,,,,1,,,,1,,,,,,,,,,,,,
Should mathematical logic be included in a discrete mathematics course for computer science?,30/04/2021,10,t,1,,,,,,,,,,,,,,,,,,1,,
Locus of the maximal turning point and the point of inflection,01/05/2021,0,t,,,,1,,,,,,,,,,,,,,,,,
Looking for a collaborative drawing solution,07/05/2021,3,t,,,,,,,,,,,,,,,,1,,1,,,
What's a good notation to show elements of relation composition?,10/05/2021,3,t,,,,1,,,,,,,,,,,,,,,,,
Example of why proof by exhaustion is inelegant,12/05/2021,5,t,,,,1,,,,,,,,,,,,,,,,,
How to test student's skills in programming or using software?,14/05/2021,3,t,,,,,,1,,,,,,,,,,,,,,,
Importance of asking questions in a mathematics class,20/05/2021,2,t,,,,1,,,,,,,,,,,,,,,,,
What are different Mathematical concepts which can be introduced to 12-16 year students in an activity based way,20/05/2021,0,t,,,,,,,,,,,,,,,,,,1,,1,
How to teach if calculations and algebraic manipulations are off limits,21/05/2021,1,t,,,,,,,,,,,,,,,,,,,1,,
If one wants to conduct a 1/2 day workshop in Mathematics for 12-16 year old students - how one should go about preparing the workshop,21/05/2021,3,t,,,,1,,,,,,,,,,,,,,,1,,
